195,75,0,0
199,73,0,0
199,69,0,0
201,75,0,0
193,69,0,0
187,69,0,0
181,75,0,0
193,75,0,0
189,79,0,0
187,75,0,0
197,89,0,0
193,87,0,0
203,97,0,0
195,97,0,0
189,105,0,0
191,101,0,0
193,99,0,0
191,101,0,0
205,91,0,0
203,91,0,0
205,97,0,0
207,99,0,0
215,97,0,0
219,97,0,0
209,89,0,0
201,93,0,0
205,101,0,0
203,91,0,0
207,95,0,0
201,95,0,0
201,89,0,0
201,93,0,0
197,75,0,0
195,87,0,0
201,81,0,0
201,75,0,0
179,81,0,0
169,77,0,0
151,81,0,0
145,71,0,0
159,87,0,0
161,101,0,0
159,81,0,0
155,97,0,0
139,101,0,0
143,107,0,0
141,115,0,0
135,121,0,0
155,121,0,0
155,127,0,0
151,115,0,0
161,119,0,0
159,113,0,0
163,117,0,0
183,107,0,0
173,99,0,0
175,103,0,0
179,103,0,0
185,97,0,0
187,91,0,0
191,85,0,0
193,81,0,0
191,103,0,0
185,107,0,0
193,95,0,0
193,101,0,0
207,107,0,0
199,95,0,0
203,113,0,0
195,111,0,0
193,111,0,0
191,115,0,0
191,119,0,0
185,119,0,0
185,127,0,0
187,127,0,0
177,119,0,0
177,113,0,0
175,97,0,0
159,107,0,0
103,101,0,0
379,57,0,0
351,107,0,0
323,139,0,0
307,143,0,0
285,149,0,0
265,151,0,0
245,153,0,0
227,153,0,0
215,153,0,0
209,151,0,0
207,153,0,0
207,153,0,0
209,151,0,0
207,155,0,0
209,155,0,0
207,155,0,0
209,153,0,0
213,155,0,0
215,155,0,0
215,153,0,0
215,151,0,0
217,147,0,0
231,139,0,0
241,133,0,0
237,127,0,0
221,135,0,0
193,137,0,0
171,147,0,0
157,153,8191,7221.78703731328
161,147,0,7221.77455118799
181,147,0,0
215,139,0,0
251,129,0,0
269,141,0,0
247,155,0,0
225,177,0,0
205,211,8191,7221.8582939255
201,215,8191,4.98748944680304
229,203,8191,26.8584526448785
255,193,0,7221.77455118799
295,187,0,0
335,173,0,0
349,169,0,0
333,173,0,0
259,187,0,0
229,193,8191,7221.82492611305
221,193,8191,7.05337521786155
229,193,8191,7.05337521786155
247,191,0,7221.77455118799
271,187,0,0
291,183,0,0
299,177,0,0
305,173,0,0
307,175,0,0
311,177,801,69.0624332553672
315,177,820,0.355188183985251
315,177,842,0.052097326416875
309,181,863,0.671537493533032
297,183,879,1.1513681771587
281,183,8191,5754.97902158376
275,181,868,5772.29004357557
271,179,8191,5772.29136001436
267,179,8191,3.52668760893077
261,177,8191,5.57618272005721
251,173,892,5734.51653102261
267,173,883,1.52075025710278
343,173,879,7.19072292102098
371,171,874,2.64085673438433
381,169,872,0.95720128548227
371,173,872,1.01091712646245
273,173,849,8.95596975937046
265,171,892,0.816383908820212
345,173,881,7.58878561923209
377,169,879,3.05123476317196
375,171,877,0.267002437543137
343,171,879,3.02767275262619
313,173,830,2.69856708572427
291,171,842,2.00218909438487
271,165,877,1.97552470080101
265,163,886,0.603224761542876
261,161,8191,5743.94955997556
277,165,877,5758.11060169468
307,165,828,2.68621660735558
331,165,866,2.24256403886233
349,167,866,1.6882038584802
355,169,868,0.59090805589601
325,171,868,2.80914408321357
315,169,834,0.923905752425735
349,165,879,3.24641372060454
361,163,881,1.15365743949879
363,161,881,0.268219887842356
355,161,881,0.758640406169701
339,161,881,1.5172808123394
303,157,883,3.44268826488664
281,153,838,2.02871193553714
267,155,8191,5819.69471527788
259,153,886,5743.94826048281
257,153,886,0.190736492584096
265,153,892,0.768122421677173
279,153,842,1.29707105353381
297,153,838,1.62362916066152
323,157,881,2.50251591301642
331,157,881,0.758640406169701
325,157,883,0.570272136412712
287,153,874,3.59467153505142
241,151,879,4.35639211252453
233,151,883,0.760364582259317
243,153,879,0.964886680145534
269,151,879,2.46725141143847
329,147,868,5.61830326292814
335,147,868,0.560584454502242
339,145,868,0.417834982465551
339,139,859,0.554840450498514
337,121,842,1.64171235425223
331,111,832,1.04444582864098
319,105,832,1.20151626294241
277,109,842,3.82378872277434
257,109,857,1.84509320093489
253,111,846,0.407452911059719
257,109,851,0.409660416774122
267,109,861,0.926835192961422
